"","last_scraped","host_since","calendar_last_scraped","first_review","last_review"
"5860",2021-12-17,2015-06-03,2021-12-17,2017-10-01,2017-10-11
"5861",2021-12-17,2017-09-26,2021-12-17,2017-10-11,2021-11-01
"5862",2021-12-17,2017-03-10,2021-12-17,2017-10-01,2020-01-02
"5863",2021-12-17,2013-08-28,2021-12-17,2018-01-02,2019-01-01
"5864",2021-12-17,2015-03-27,2021-12-17,2017-10-31,2019-12-01
"5865",2021-12-17,2013-08-20,2021-12-17,2017-10-04,2021-12-11
"5866",2021-12-17,2014-02-16,2021-12-17,2017-10-08,2017-12-29
"5867",2021-12-17,2012-10-09,2021-12-17,2018-12-31,2021-09-27
"5868",2021-12-17,2017-05-31,2021-12-17,2017-10-30,2019-07-31
"5869",2021-12-17,2012-05-29,2021-12-17,2017-10-29,2021-09-26
"5870",2021-12-17,2017-06-19,2021-12-17,2017-10-01,2017-10-15
"5871",2021-12-17,2015-11-17,2021-12-17,2017-11-05,2018-09-16
"5872",2021-12-17,2016-03-29,2021-12-17,2017-10-06,2017-10-14
"5873",2021-12-17,2017-06-17,2021-12-17,2017-11-19,2018-03-04
"5874",2021-12-17,2015-04-01,2021-12-17,2017-10-01,2021-12-12
"5875",2021-12-17,2013-05-14,2021-12-17,2017-10-04,2017-11-19
"5876",2021-12-17,2016-09-27,2021-12-17,2017-10-14,2019-10-01
"5877",2021-12-17,2013-04-30,2021-12-17,2017-10-04,2019-06-22
"5878",2021-12-17,2015-09-02,2021-12-17,2017-10-02,2018-03-30
"5879",2021-12-17,2016-03-29,2021-12-17,2017-10-11,2020-12-13
"5880",2021-12-17,2016-11-05,2021-12-17,2017-09-30,2017-10-02
"5881",2021-12-17,2016-02-13,2021-12-17,2018-01-02,2019-11-18
"5882",2021-12-17,2014-03-05,2021-12-17,2017-10-21,2018-08-12
"5883",2021-12-17,2016-05-24,2021-12-17,2017-10-03,2017-10-31
"5884",2021-12-17,2017-08-08,2021-12-17,2017-12-10,2021-11-21
"5885",2021-12-17,2013-08-11,2021-12-17,2017-10-11,2019-08-15
"5886",2021-12-17,2013-06-05,2021-12-17,2018-04-25,2018-08-26
"5887",2021-12-17,2017-09-24,2021-12-17,2017-10-16,2018-08-05
"5888",2021-12-17,2017-06-18,2021-12-17,2017-10-02,2017-10-20
"5889",2021-12-17,2016-05-09,2021-12-17,2018-01-02,2018-09-23
"5890",2021-12-17,2016-09-20,2021-12-17,2017-10-03,2017-11-16
"5891",2021-12-17,2015-08-31,2021-12-17,2017-10-11,2017-10-11
"5892",2021-12-18,2017-05-31,2021-12-18,2017-10-27,2021-10-09
"5893",2021-12-17,2011-05-26,2021-12-17,2017-10-31,2020-08-10
"5894",2021-12-17,2016-09-03,2021-12-17,2017-10-26,2019-05-14
"5895",2021-12-17,2016-09-17,2021-12-17,2018-02-23,2019-09-02
"5896",2021-12-17,2014-11-27,2021-12-17,2019-10-16,2019-10-16
"5897",2021-12-17,2015-03-05,2021-12-17,2017-10-17,2020-03-20
"5898",2021-12-17,2014-02-28,2021-12-17,2018-11-20,2020-02-06
"5899",2021-12-17,2014-11-18,2021-12-17,2018-11-01,2020-12-05
"5900",2021-12-17,2013-03-05,2021-12-17,2018-02-23,2019-03-26
"5901",2021-12-17,2014-02-01,2021-12-17,2017-10-08,2018-11-19
"5902",2021-12-17,2017-10-04,2021-12-17,2017-10-14,2020-02-07
"5903",2021-12-17,2014-03-16,2021-12-17,2017-10-28,2019-10-07
"5904",2021-12-17,2012-08-14,2021-12-17,2017-10-09,2017-12-11
"5905",2021-12-17,2015-06-06,2021-12-17,2017-10-08,2017-10-10
"5906",2021-12-17,2016-08-28,2021-12-17,2017-10-07,2019-03-24
"5907",2021-12-17,2013-05-11,2021-12-17,2017-10-10,2019-03-07
"5908",2021-12-18,2017-10-05,2021-12-18,2019-01-11,2021-11-15
"5909",2021-12-17,2015-12-27,2021-12-17,2017-12-31,2020-03-02
"5910",2021-12-17,2015-10-15,2021-12-17,2018-03-30,2021-01-13
"5911",2021-12-17,2012-12-10,2021-12-17,2018-02-07,2021-12-05
"5912",2021-12-17,2017-10-06,2021-12-17,2017-10-27,2021-10-31
"5913",2021-12-17,2017-05-05,2021-12-17,2017-11-19,2018-09-07
"5914",2021-12-17,2016-01-03,2021-12-17,2017-11-03,2020-01-02
"5915",2021-12-17,2017-08-01,2021-12-17,2017-11-30,2021-10-24
"5916",2021-12-17,2015-06-11,2021-12-17,2017-11-17,2020-03-31
"5917",2021-12-17,2012-01-29,2021-12-17,2017-11-01,2021-12-05
"5918",2021-12-17,2017-10-08,2021-12-17,2017-10-31,2017-10-31
"5919",2021-12-17,2017-09-24,2021-12-17,2017-11-29,2021-11-29
"5920",2021-12-17,2016-11-18,2021-12-17,2017-12-17,2018-07-29
"5921",2021-12-17,2016-12-09,2021-12-17,2017-11-05,2021-12-05
"5922",2021-12-17,2017-01-17,2021-12-17,2018-12-26,2020-09-12
"5923",2021-12-17,2012-03-02,2021-12-17,2018-02-27,2020-02-25
"5924",2021-12-17,2013-07-05,2021-12-17,2017-10-16,2019-10-19
"5925",2021-12-17,2014-08-20,2021-12-17,2017-10-22,2019-10-26
"5926",2021-12-17,2017-10-09,2021-12-17,2017-10-27,2021-11-30
"5927",2021-12-17,2017-10-09,2021-12-17,2017-10-21,2021-09-20
"5928",2021-12-18,2016-08-11,2021-12-18,2017-10-16,2021-12-12
"5929",2021-12-17,2014-02-26,2021-12-17,2017-10-25,2018-01-14
"5930",2021-12-17,2015-11-10,2021-12-17,2017-10-23,2017-12-27
"5931",2021-12-17,2016-03-08,2021-12-17,2017-10-16,2017-10-16
"5932",2021-12-17,2011-06-03,2021-12-17,2017-10-16,2017-10-31
"5933",2021-12-17,2017-10-10,2021-12-17,2017-10-27,2019-09-15
"5934",2021-12-17,2017-09-20,2021-12-17,2018-08-11,2021-12-10
"5935",2021-12-17,2015-09-14,2021-12-17,2017-10-13,2017-11-28
"5936",2021-12-17,2017-10-10,2021-12-17,2018-01-06,2021-01-07
"5937",2021-12-17,2012-01-16,2021-12-17,2018-05-01,2019-08-24
"5938",2021-12-17,2017-09-21,2021-12-17,2018-06-29,2021-08-26
"5939",2021-12-17,2016-05-17,2021-12-17,2017-10-31,2020-08-09
"5940",2021-12-17,2018-09-26,2021-12-17,2017-12-28,2021-06-20
"5941",2021-12-17,2017-03-05,2021-12-17,2017-10-15,2018-10-03
"5942",2021-12-17,2008-08-18,2021-12-17,2017-10-28,2021-11-30
"5943",2021-12-17,2017-10-12,2021-12-17,2017-11-07,2021-09-19
"5944",2021-12-17,2017-10-11,2021-12-17,2017-10-31,2018-08-10
"5945",2021-12-17,2016-01-29,2021-12-17,2017-10-26,2020-09-29
"5946",2021-12-17,2012-07-28,2021-12-17,2017-10-31,2021-10-31
"5947",2021-12-17,2017-09-24,2021-12-17,2017-11-01,2021-11-28
"5948",2021-12-17,2017-10-13,2021-12-17,2017-10-18,2021-10-31
"5949",2021-12-17,2014-05-16,2021-12-17,2018-05-11,2021-11-23
"5950",2021-12-17,2017-10-13,2021-12-17,2017-10-30,2017-10-30
"5951",2021-12-17,2017-09-26,2021-12-17,2017-10-29,2018-01-01
"5952",2021-12-17,2014-11-15,2021-12-17,2018-03-26,2021-12-02
"5953",2021-12-17,2015-04-21,2021-12-17,2017-11-04,2020-07-26
"5954",2021-12-17,2013-11-21,2021-12-17,2018-01-02,2019-01-04
"5955",2021-12-17,2017-10-14,2021-12-17,2017-10-25,2021-11-07
"5956",2021-12-17,2017-01-05,2021-12-17,2017-10-29,2018-10-14
"5957",2021-12-17,2015-12-08,2021-12-17,2018-04-29,2018-10-06
"5958",2021-12-17,2013-04-01,2021-12-17,2017-10-22,2020-10-25
"5959",2021-12-17,2013-09-24,2021-12-17,2019-09-29,2020-03-05
"5960",2021-12-17,2012-11-27,2021-12-17,2017-10-30,2020-03-14
"5961",2021-12-17,2016-04-05,2021-12-17,2018-03-11,2018-12-10
"5962",2021-12-17,2014-08-14,2021-12-17,2018-07-05,2019-05-22
"5963",2021-12-17,2013-06-19,2021-12-17,2017-12-28,2018-01-31
"5964",2021-12-17,2012-07-14,2021-12-17,2017-10-23,2021-11-28
"5965",2021-12-17,2013-10-16,2021-12-17,2017-12-10,2021-12-14
"5966",2021-12-17,2016-04-20,2021-12-17,2017-10-26,2017-10-26
"5967",2021-12-17,2017-10-16,2021-12-17,2017-10-22,2017-10-22
"5968",2021-12-17,2014-11-06,2021-12-17,2019-09-09,2019-12-15
"5969",2021-12-17,2017-10-16,2021-12-17,2018-07-16,2018-10-28
"5970",2021-12-17,2011-09-23,2021-12-17,2017-11-27,2021-11-02
"5971",2021-12-17,2015-04-26,2021-12-17,2017-10-18,2017-10-20
"5972",2021-12-17,2015-09-30,2021-12-17,2017-10-22,2019-02-17
"5973",2021-12-17,2015-05-09,2021-12-17,2017-11-02,2019-09-10
"5974",2021-12-17,2017-10-17,2021-12-17,2017-10-31,2018-06-14
"5975",2021-12-17,2017-02-01,2021-12-17,2017-10-23,2018-03-01
"5976",2021-12-17,2016-06-23,2021-12-17,2018-01-03,2021-07-31
"5977",2021-12-17,2017-10-18,2021-12-17,2018-05-06,2021-10-31
"5978",2021-12-17,2015-05-06,2021-12-17,2017-11-02,2018-08-24
"5979",2021-12-17,2015-12-07,2021-12-17,2018-10-19,2019-01-02
"5980",2021-12-17,2017-04-19,2021-12-17,2017-12-27,2018-12-16
"5981",2021-12-17,2017-10-18,2021-12-17,2018-12-09,2019-12-22
"5982",2021-12-17,2017-10-19,2021-12-17,2017-11-07,2021-12-14
"5983",2021-12-17,2014-01-21,2021-12-17,2017-12-09,2019-11-10
"5984",2021-12-17,2017-08-09,2021-12-17,2017-10-20,2018-10-05
"5985",2021-12-18,2015-06-16,2021-12-18,2017-11-19,2021-11-17
"5986",2021-12-17,2017-10-18,2021-12-17,2017-12-19,2021-09-03
"5987",2021-12-17,2017-10-18,2021-12-17,2017-12-19,2021-04-25
"5988",2021-12-17,2017-10-18,2021-12-17,2017-12-19,2021-10-12
"5989",2021-12-17,2017-10-18,2021-12-17,2017-11-29,2017-11-29
"5990",2021-12-17,2012-05-22,2021-12-17,2018-07-20,2019-06-25
"5991",2021-12-17,2015-12-13,2021-12-17,2017-10-31,2017-10-31
"5992",2021-12-17,2017-06-06,2021-12-17,2018-03-06,2021-12-01
"5993",2021-12-17,2017-10-18,2021-12-17,2017-10-23,2019-12-22
"5994",2021-12-18,2017-05-31,2021-12-18,2018-01-09,2021-10-29
"5995",2021-12-17,2016-06-20,2021-12-17,2017-10-31,2020-08-30
"5996",2021-12-17,2015-03-22,2021-12-17,2019-01-02,2019-05-18
"5997",2021-12-17,2011-10-20,2021-12-17,2017-10-29,2021-11-07
"5998",2021-12-17,2013-09-11,2021-12-17,2017-11-04,2017-11-04
"5999",2021-12-17,2011-10-20,2021-12-17,2018-02-20,2021-11-14
"6000",2021-12-17,2018-09-11,2021-12-17,2017-11-07,2021-11-04
"6001",2021-12-17,2017-10-20,2021-12-17,2017-10-29,2019-02-18
"6002",2021-12-17,2013-10-13,2021-12-17,2017-11-01,2021-10-15
"6003",2021-12-17,2017-10-23,2021-12-17,2017-10-30,2017-12-14
"6004",2021-12-17,2017-10-18,2021-12-17,2017-10-27,2019-09-28
"6005",2021-12-17,2014-03-09,2021-12-17,2018-02-04,2021-10-03
"6006",2021-12-17,2017-06-02,2021-12-17,2017-11-16,2020-03-05
"6007",2021-12-17,2015-04-05,2021-12-17,2017-11-12,2017-12-18
"6008",2021-12-17,2013-12-28,2021-12-17,2017-11-04,2017-11-11
"6009",2021-12-17,2017-10-25,2021-12-17,2017-12-08,2021-12-06
"6010",2021-12-17,2017-10-25,2021-12-17,2017-11-12,2017-11-12
"6011",2021-12-17,2017-10-25,2021-12-17,2017-11-14,2021-10-25
"6012",2021-12-17,2017-02-15,2021-12-17,2018-01-02,2018-01-02
"6013",2021-12-17,2017-01-01,2021-12-17,2017-11-02,2018-01-02
"6014",2021-12-17,2017-10-25,2021-12-17,2018-01-02,2018-03-10
"6015",2021-12-17,2017-10-26,2021-12-17,2017-10-31,2017-11-29
"6016",2021-12-17,2013-11-03,2021-12-17,2018-01-14,2020-11-29
"6017",2021-12-17,2013-10-12,2021-12-17,2017-11-27,2021-09-15
"6018",2021-12-17,2017-10-26,2021-12-17,2017-11-12,2021-09-27
"6019",2021-12-17,2014-10-29,2021-12-17,2017-10-30,2017-10-30
"6020",2021-12-17,2017-10-26,2021-12-17,2017-12-20,2021-11-28
"6021",2021-12-17,2016-04-05,2021-12-17,2017-11-04,2019-05-05
"6022",2021-12-17,2017-08-03,2021-12-17,2017-11-23,2018-08-07
"6023",2021-12-17,2017-03-05,2021-12-17,2017-11-11,2017-11-14
"6024",2021-12-17,2016-01-12,2021-12-17,2020-01-31,2021-11-15
"6025",2021-12-17,2016-08-29,2021-12-17,2017-11-03,2018-07-31
"6026",2021-12-17,2017-10-27,2021-12-17,2017-10-29,2018-04-02
"6027",2021-12-17,2017-10-28,2021-12-17,2017-11-01,2018-06-18
"6028",2021-12-17,2017-10-29,2021-12-17,2017-11-20,2021-11-13
"6029",2021-12-17,2013-02-15,2021-12-17,2020-07-20,2021-12-07
"6030",2021-12-17,2017-10-18,2021-12-17,2017-11-29,2021-09-02
"6031",2021-12-17,2015-05-20,2021-12-17,2017-12-27,2019-01-20
"6032",2021-12-17,2016-08-25,2021-12-17,2017-12-10,2021-05-31
"6033",2021-12-17,2015-04-05,2021-12-17,2017-11-19,2017-11-22
"6034",2021-12-17,2013-07-30,2021-12-17,2017-12-03,2017-12-03
"6035",2021-12-17,2016-10-30,2021-12-17,2017-11-15,2021-12-01
"6036",2021-12-17,2016-03-08,2021-12-17,2018-12-09,2019-11-19
"6037",2021-12-17,2015-06-22,2021-12-17,2017-11-29,2021-11-14
"6038",2021-12-17,2015-07-03,2021-12-17,2019-06-19,2020-01-03
"6039",2021-12-17,2013-07-31,2021-12-17,2019-06-21,2020-08-10
"6040",2021-12-17,2015-02-06,2021-12-17,2018-01-28,2020-01-02
"6041",2021-12-17,2012-04-17,2021-12-17,2017-12-31,2018-01-05
"6042",2021-12-17,2016-10-30,2021-12-17,2018-01-02,2020-09-22
"6043",2021-12-17,2014-01-24,2021-12-17,2017-11-19,2021-08-06
"6044",2021-12-17,2017-11-04,2021-12-17,2017-11-27,2018-04-20
"6045",2021-12-17,2015-04-18,2021-12-17,2017-11-27,2017-11-27
"6046",2021-12-17,2016-01-28,2021-12-17,2018-09-28,2019-07-05
"6047",2021-12-17,2017-08-30,2021-12-17,2017-12-17,2021-12-04
"6048",2021-12-17,2012-09-23,2021-12-17,2018-01-23,2018-09-20
"6049",2021-12-17,2015-12-06,2021-12-17,2017-12-18,2018-01-04
"6050",2021-12-17,2017-06-26,2021-12-17,2018-03-11,2018-04-02
"6051",2021-12-17,2017-03-22,2021-12-17,2020-07-18,2020-08-01
"6052",2021-12-17,2017-01-20,2021-12-17,2018-01-09,2018-01-15
"6053",2021-12-17,2016-02-25,2021-12-17,2018-01-04,2018-01-04
"6054",2021-12-17,2017-11-06,2021-12-17,2017-11-24,2021-12-11
"6055",2021-12-17,2016-07-08,2021-12-17,2018-01-01,2021-07-30
"6056",2021-12-17,2016-09-12,2021-12-17,2017-11-12,2017-11-12
"6057",2021-12-17,2014-12-16,2021-12-17,2019-02-06,2019-03-11
"6058",2021-12-17,2016-01-12,2021-12-17,2017-11-17,2020-03-15
"6059",2021-12-17,2014-06-23,2021-12-17,2017-11-14,2018-04-01
"6060",2021-12-17,2017-09-24,2021-12-17,2017-12-11,2021-11-28
"6061",2021-12-17,2017-11-07,2021-12-17,2017-11-20,2018-07-20
"6062",2021-12-17,2015-01-13,2021-12-17,2017-11-09,2017-11-19
"6063",2021-12-17,2014-05-29,2021-12-17,2017-12-19,2019-06-24
"6064",2021-12-17,2013-08-03,2021-12-17,2017-12-24,2020-08-12
"6065",2021-12-17,2013-09-06,2021-12-17,2017-12-05,2018-08-20
"6066",2021-12-17,2012-03-06,2021-12-17,2017-11-20,2021-11-28
"6067",2021-12-17,2015-10-20,2021-12-17,2017-12-13,2019-08-13
"6068",2021-12-17,2017-11-10,2021-12-17,2017-12-09,2019-10-17
"6069",2021-12-17,2015-06-02,2021-12-17,2018-08-31,2021-12-06
"6070",2021-12-17,2014-06-17,2021-12-17,2018-02-20,2021-12-04
"6071",2021-12-17,2016-11-16,2021-12-17,2020-02-17,2020-02-17
"6072",2021-12-18,2016-08-14,2021-12-18,2018-02-18,2020-10-02
"6073",2021-12-17,2009-08-31,2021-12-17,2017-12-08,2018-12-31
"6074",2021-12-17,2012-03-27,2021-12-17,2018-01-02,2021-10-17
"6075",2021-12-17,2016-02-06,2021-12-17,2018-01-02,2021-08-23
"6076",2021-12-17,2014-07-20,2021-12-17,2017-11-19,2019-08-06
"6077",2021-12-17,2017-11-12,2021-12-17,2018-07-25,2019-07-22
"6078",2021-12-17,2017-11-13,2021-12-17,2018-05-20,2018-05-20
"6079",2021-12-17,2014-06-20,2021-12-17,2017-12-02,2021-11-25
"6080",2021-12-17,2016-10-28,2021-12-17,2017-11-26,2018-05-01
"6081",2021-12-17,2016-12-01,2021-12-17,2017-11-25,2017-11-25
"6082",2021-12-17,2014-09-09,2021-12-17,2018-01-02,2018-07-01
"6083",2021-12-17,2017-02-10,2021-12-17,2017-11-18,2021-11-25
"6084",2021-12-17,2017-11-14,2021-12-17,2018-01-01,2019-01-02
"6085",2021-12-17,2011-04-08,2021-12-17,2018-01-01,2018-08-16
"6086",2021-12-17,2014-06-17,2021-12-17,2018-02-12,2018-05-03
"6087",2021-12-17,2016-04-30,2021-12-17,2018-04-29,2021-07-30
"6088",2021-12-17,2013-11-02,2021-12-17,2018-04-30,2018-09-21
"6089",2021-12-17,2015-02-04,2021-12-17,2017-12-03,2018-01-01
"6090",2021-12-17,2017-11-15,2021-12-17,2018-01-09,2018-02-13
"6091",2021-12-17,2015-07-03,2021-12-17,2018-06-11,2019-10-31
"6092",2021-12-17,2017-04-12,2021-12-17,2017-11-23,2021-12-13
"6093",2021-12-17,2012-11-26,2021-12-17,2018-03-14,2020-03-01
"6094",2021-12-17,2016-05-26,2021-12-17,2017-12-03,2018-05-21
"6095",2021-12-17,2017-11-15,2021-12-17,2017-12-11,2017-12-11
"6096",2021-12-17,2017-04-25,2021-12-17,2017-12-31,2017-12-31
"6097",2021-12-17,2017-10-19,2021-12-17,2017-12-12,2021-10-27
"6098",2021-12-17,2017-11-16,2021-12-17,2017-11-27,2019-06-17
"6099",2021-12-17,2014-04-07,2021-12-17,2017-12-03,2019-05-04
"6100",2021-12-17,2016-08-11,2021-12-17,2017-12-18,2021-12-08
"6101",2021-12-17,2017-10-09,2021-12-17,2017-12-04,2020-07-29
"6102",2021-12-17,2015-08-14,2021-12-17,2017-12-29,2021-07-30
"6103",2021-12-17,2015-03-27,2021-12-17,2017-12-11,2018-04-18
"6104",2021-12-18,2012-02-28,2021-12-18,2018-02-18,2021-07-04
"6105",2021-12-17,2017-11-18,2021-12-17,2017-11-29,2018-07-25
"6106",2021-12-17,2017-11-05,2021-12-17,2017-12-04,2020-02-25
"6107",2021-12-17,2017-11-19,2021-12-17,2017-11-24,2021-10-28
"6108",2021-12-17,2014-03-18,2021-12-17,2017-11-28,2019-09-30
"6109",2021-12-17,2015-03-22,2021-12-17,2018-01-24,2018-02-05
"6110",2021-12-17,2014-10-28,2021-12-17,2018-06-09,2019-06-22
"6111",2021-12-17,2017-11-19,2021-12-17,2017-12-30,2019-01-03
"6112",2021-12-17,2016-05-27,2021-12-17,2018-01-01,2018-10-14
"6113",2021-12-17,2017-11-20,2021-12-17,2017-11-30,2019-12-31
"6114",2021-12-17,2016-01-03,2021-12-17,2017-12-30,2020-12-29
"6115",2021-12-17,2013-09-23,2021-12-17,2018-07-08,2020-02-28
"6116",2021-12-17,2016-01-12,2021-12-17,2018-04-29,2019-09-09
"6117",2021-12-17,2017-11-21,2021-12-17,2017-12-11,2021-11-19
"6118",2021-12-17,2016-01-20,2021-12-17,2017-11-27,2019-07-30
"6119",2021-12-17,2017-11-21,2021-12-17,2018-01-10,2018-01-10
"6120",2021-12-17,2015-09-10,2021-12-17,2017-12-04,2017-12-12
"6121",2021-12-17,2013-04-25,2021-12-17,2017-11-29,2019-09-29
"6122",2021-12-17,2012-08-15,2021-12-17,2017-11-26,2018-10-08
"6123",2021-12-17,2013-01-03,2021-12-17,2018-10-09,2019-04-22
"6124",2021-12-17,2016-10-13,2021-12-17,2017-12-11,2017-12-11
"6125",2021-12-17,2013-09-14,2021-12-17,2017-12-14,2020-03-01
"6126",2021-12-17,2016-05-11,2021-12-17,2018-01-04,2018-04-17
"6127",2021-12-17,2017-11-24,2021-12-17,2018-03-01,2019-10-01
"6128",2021-12-17,2016-10-24,2021-12-17,2018-01-04,2018-01-04
"6129",2021-12-17,2017-11-25,2021-12-17,2017-12-26,2018-03-26
"6130",2021-12-17,2013-08-14,2021-12-17,2018-01-02,2019-04-24
"6131",2021-12-17,2016-06-10,2021-12-17,2017-12-15,2017-12-19
"6132",2021-12-17,2016-03-06,2021-12-17,2017-12-08,2021-11-08
"6133",2021-12-17,2016-08-02,2021-12-17,2017-12-30,2020-10-04
"6134",2021-12-17,2014-08-04,2021-12-17,2018-01-04,2018-01-04
"6135",2021-12-17,2015-09-20,2021-12-17,2018-01-02,2020-08-31
"6136",2021-12-17,2017-11-27,2021-12-17,2017-12-17,2020-02-27
"6137",2021-12-17,2016-05-09,2021-12-17,2017-11-29,2017-12-10
"6138",2021-12-17,2014-01-30,2021-12-17,2017-12-31,2021-09-13
"6139",2021-12-17,2017-06-17,2021-12-17,2018-01-02,2018-05-11
"6140",2021-12-17,2017-09-13,2021-12-17,2017-12-17,2020-07-19
"6141",2021-12-17,2012-07-10,2021-12-17,2018-01-23,2020-01-01
"6142",2021-12-17,2017-11-29,2021-12-17,2018-02-10,2019-08-14
"6143",2021-12-17,2016-08-18,2021-12-17,2017-12-28,2018-01-01
"6144",2021-12-17,2017-11-29,2021-12-17,2018-01-02,2021-12-16
"6145",2021-12-17,2017-10-28,2021-12-17,2017-12-23,2017-12-23
"6146",2021-12-17,2015-08-16,2021-12-17,2018-01-03,2018-01-03
"6147",2021-12-17,2017-11-29,2021-12-17,2018-01-28,2018-02-13
"6148",2021-12-17,2017-04-20,2021-12-17,2017-12-26,2020-03-15
"6149",2021-12-17,2017-03-04,2021-12-17,2017-12-12,2019-05-20
"6150",2021-12-17,2016-07-30,2021-12-17,2017-12-31,2019-09-29
"6151",2021-12-17,2017-12-01,2021-12-17,2018-01-01,2021-10-11
"6152",2021-12-17,2017-12-01,2021-12-17,2017-12-01,2017-12-11
"6153",2021-12-17,2017-12-01,2021-12-17,2018-01-01,2018-03-04
"6154",2021-12-17,2016-07-22,2021-12-17,2018-01-02,2019-08-02
"6155",2021-12-17,2015-08-23,2021-12-17,2018-01-02,2018-01-02
"6156",2021-12-17,2014-03-09,2021-12-17,2017-12-24,2017-12-24
"6157",2021-12-17,2017-12-03,2021-12-17,2018-01-03,2021-04-11
"6158",2021-12-17,2017-12-03,2021-12-17,2018-01-06,2021-08-22
"6159",2021-12-17,2017-12-03,2021-12-17,2018-01-04,2019-01-01
"6160",2021-12-17,2017-12-03,2021-12-17,2018-03-27,2018-04-15
"6161",2021-12-17,2014-07-05,2021-12-17,2018-05-08,2018-07-01
"6162",2021-12-17,2014-11-15,2021-12-17,2017-12-08,2018-06-23
"6163",2021-12-17,2014-10-24,2021-12-17,2018-01-01,2018-01-01
"6164",2021-12-17,2015-11-04,2021-12-17,2018-01-05,2019-12-01
"6165",2021-12-17,2016-11-08,2021-12-17,2018-05-20,2021-10-22
"6166",2021-12-17,2017-12-04,2021-12-17,2018-01-06,2021-10-18
"6167",2021-12-17,2010-04-02,2021-12-17,2018-03-06,2021-11-29
"6168",2021-12-17,2017-12-04,2021-12-17,2017-12-16,2017-12-16
"6169",2021-12-17,2013-02-01,2021-12-17,2017-12-15,2020-02-21
"6170",2021-12-17,2013-05-31,2021-12-17,2017-12-31,2019-05-14
"6171",2021-12-17,2015-06-08,2021-12-17,2018-01-05,2019-09-09
"6172",2021-12-17,2017-12-05,2021-12-17,2017-12-20,2018-07-11
"6173",2021-12-17,2017-12-05,2021-12-17,2017-12-13,2019-07-18
"6174",2021-12-17,2012-12-04,2021-12-17,2017-12-29,2018-03-28
"6175",2021-12-17,2015-02-17,2021-12-17,2018-01-03,2018-01-03
"6176",2021-12-17,2017-11-26,2021-12-17,2018-01-07,2018-07-26
"6177",2021-12-17,2017-11-16,2021-12-17,2017-12-24,2017-12-24
"6178",2021-12-17,2013-08-28,2021-12-17,2017-12-26,2018-01-03
"6179",2021-12-17,2013-05-31,2021-12-17,2018-09-10,2019-10-06
"6180",2021-12-17,2017-05-05,2021-12-17,2017-12-30,2019-07-30
"6181",2021-12-17,2017-12-06,2021-12-17,2017-12-21,2021-04-06
"6182",2021-12-17,2017-12-06,2021-12-17,2018-10-15,2019-12-19
"6183",2021-12-17,2017-11-03,2021-12-17,2018-01-06,2018-03-11
"6184",2021-12-17,2016-08-20,2021-12-17,2017-12-12,2017-12-24
"6185",2021-12-17,2017-12-06,2021-12-17,2017-12-21,2019-08-01
"6186",2021-12-17,2016-01-22,2021-12-17,2017-12-30,2017-12-30
"6187",2021-12-17,2014-07-01,2021-12-17,2018-01-01,2019-12-30
"6188",2021-12-17,2017-03-25,2021-12-17,2017-12-12,2017-12-26
"6189",2021-12-17,2012-02-03,2021-12-17,2017-12-31,2021-12-01
"6190",2021-12-17,2014-08-26,2021-12-17,2018-02-04,2019-08-24
"6191",2021-12-17,2013-05-21,2021-12-17,2018-03-11,2020-01-05
"6192",2021-12-17,2017-12-08,2021-12-17,2018-04-05,2021-11-06
"6193",2021-12-17,2017-10-12,2021-12-17,2018-01-06,2018-12-28
"6194",2021-12-17,2010-01-24,2021-12-17,2017-12-30,2021-10-31
"6195",2021-12-17,2016-03-12,2021-12-17,2018-01-01,2021-08-13
"6196",2021-12-17,2017-04-11,2021-12-17,2017-12-31,2020-01-06
"6197",2021-12-17,2017-08-23,2021-12-17,2018-02-09,2018-03-09
"6198",2021-12-17,2017-12-09,2021-12-17,2018-04-08,2021-07-17
"6199",2021-12-17,2017-12-10,2021-12-17,2017-12-12,2017-12-12
"6200",2021-12-17,2017-12-10,2021-12-17,2018-01-06,2021-12-06
"6201",2021-12-17,2017-07-02,2021-12-17,2018-05-21,2021-11-28
"6202",2021-12-17,2017-12-10,2021-12-17,2018-08-05,2021-11-23
"6203",2021-12-17,2013-11-25,2021-12-17,2018-01-02,2021-10-03
"6204",2021-12-17,2013-10-13,2021-12-17,2020-01-02,2020-08-24
"6205",2021-12-17,2012-08-16,2021-12-17,2018-01-18,2018-05-21
"6206",2021-12-17,2015-12-18,2021-12-17,2018-01-20,2020-03-01
"6207",2021-12-17,2017-12-10,2021-12-17,2018-01-31,2021-02-27
"6208",2021-12-18,2015-01-13,2021-12-18,2018-01-04,2021-12-06
"6209",2021-12-17,2015-03-15,2021-12-17,2017-12-27,2018-04-02
"6210",2021-12-17,2016-03-21,2021-12-17,2018-03-09,2018-06-02
"6211",2021-12-18,2016-06-04,2021-12-18,2019-01-03,2021-10-10
"6212",2021-12-17,2017-02-04,2021-12-17,2017-12-20,2021-08-29
"6213",2021-12-17,2017-08-01,2021-12-17,2018-03-07,2021-12-06
"6214",2021-12-18,2016-08-27,2021-12-18,2018-01-01,2021-12-07
"6215",2021-12-17,2011-09-23,2021-12-17,2018-07-04,2020-01-15
"6216",2021-12-17,2015-02-23,2021-12-17,2018-02-08,2020-03-10
"6217",2021-12-17,2017-05-18,2021-12-17,2018-01-11,2018-01-25
